Godina;Saziv;Od;Do;Stranka;Osoba;Prezime i ime;Ukupno;Dnevnica;Auto;Cestarina;Avion;Javni;Hotel;Stanarina;Režije;Odv.život;Služ.stan;Ostalo
2016;IX;14.10.2016;19.12.2016;SDP;62;KLISOVIĆ JOŠKO;0,00;;;;;;;;;;;
2016;IX;14.10.2016;19.12.2016;NZ;63;KOMPARIĆ DEVČIĆ ANA;18.102,28;;7.000,00;1.400,00;;;;7.121,63;;2.580,65;;
2016;IX;14.10.2016;19.12.2016;HDZ;64;KOPIĆ VLATKO;23.589,94;;10.080,00;1.672,00;;;6.866,00;4.971,94;;;;
2016;IX;14.10.2016;19.12.2016;HSLS;65;KOSOR DARINKO;0,00;;;;;;;;;;;
2016;IX;27.10.2016;19.12.2016;HDZ;66;KOVAČ MIRO;46.616,52;1.662,85;;;36.273,00;;8.635,18;;;;;45,49
2016;IX;14.10.2016;26.10.2016;HDZ;66.a;BARIČEVIĆ MARTIN;5.359,00;;;;;;5.359,00;;;;;
2016;IX;14.10.2016;19.12.2016;SDP;67;KOVAČ STJEPAN;2.754,52;;;;;;;2.754,52;;;;
2016;IX;19.10.2016;19.12.2016;Most;68;KRISTIĆ MARO;28.498,55;;7.200,00;444,00;11.033,75;240,00;;7.161,45;;2.419,35;;
2016;IX;14.10.2016;18.10.2016;NZ;68.a;KOVAČIĆ IVAN;1.894,00;;1.720,00;174,00;;;;;;;;
2016;IX;14.10.2016;19.12.2016;HDZ;69;KRIŽANIĆ JOSIP;7.500,00;;7.500,00;;;;;;;;;
2016;IX;14.10.2016;19.12.2016;HDZ;70;KRSTULOVIĆ OPARA ANDRO;12.929,00;;8.352,00;1.489,00;378,75;;;;;2.580,65;;128,60
2016;IX;14.10.2016;19.12.2016;NZ;71;LACKOVIĆ ŽELJKO;5.280,00;;5.280,00;;;;;;;;;
2016;IX;14.10.2016;19.12.2016;SDP;72;LALOVAC BORIS;0,00;;;;;;;;;;;
2016;IX;14.10.2016;19.12.2016;NZ;73;LEKAJ PRLJASKAJ ERMINA;22.550,53;641,63;10.620,00;702,55;;37,77;959,49;7.108,44;;2.480,65;;
2016;IX;14.10.2016;19.12.2016;HSS;74;LENART ŽELJKO;10.196,58;;5.046,00;311,00;;;;2.775,06;;2.064,52;;
2016;IX;14.10.2016;19.12.2016;HDZ;75;LIPOŠĆAK TOMISLAV;2.077,81;;476,00;80,00;;;;1.521,81;;;;
2016;IX;14.10.2016;19.12.2016;HDZ;76;LONČAR DAVOR;8.116,91;;1.084,00;112,00;;;;4.219,70;120,56;2.580,65;;
2016;IX;14.10.2016;19.12.2016;PH;77;LOVRINOVIĆ IVAN;0,00;;;;;;;;;;;
2016;IX;14.10.2016;19.12.2016;HDZ;78;LUCIĆ FRANJO;19.513,88;;8.800,00;1.005,00;;;;7.128,23;;2.580,65;;
2016;IX;14.10.2016;19.12.2016;SDP;79;LUC - POLANC MARTA;6.410,65;;3.040,00;;;790,00;;;;2.580,65;;
2016;IX;14.10.2016;19.12.2016;HDZ;80;LUKAČIĆ LJUBICA;0,00;;;;;;;;;;;
2016;IX;14.10.2016;19.12.2016;HDZ;81;LJUBIĆ BOŽO;20.485,58;113,70;8.128,00;1.365,00;1.170,00;;;7.128,23;;2.580,65;;
2016;IX;14.10.2016;19.12.2016;BM 365;82;MADJER MLADEN;14.159,06;;4.304,00;;;;;6.713,85;560,56;2.580,65;;
2016;IX;14.10.2016;19.12.2016;HNS;83;MAKAR BOŽICA;7.500,00;;7.443,00;57,00;;;;;;;;
2016;IX;14.10.2016;19.12.2016;HDZ;84;MAKSIMČUK LJUBICA;17.187,50;;6.080,00;1.309,00;;;;7.161,45;56,40;2.580,65;;
2016;IX;14.10.2016;19.12.2016;SDP;85;MARAS GORDAN;10.872,74;1.589,62;;;4.597,00;;4.466,88;;;;;219,24
2016;IX;14.10.2016;19.12.2016;SDP;86;MATELJAN DAMIR;16.820,48;453,81;3.520,00;305,00;1.659,50;;1.225,34;7.108,44;;2.548,39;;
2016;IX;14.10.2016;19.12.2016;SDP;87;MATIĆ PREDRAG;0,00;;;;;;;;;;;
2016;IX;14.10.2016;19.12.2016;HDZ;88;MESIĆ JASEN;0,00;;;;;;;;;;;
2016;IX;14.10.2016;19.12.2016;HDZ;89;MIKULIĆ ANDRIJA;0,00;;;;;;;;;;;
2016;IX;14.10.2016;19.12.2016;SDP;90;MILANOVIĆ ZORAN;0,00;;;;;;;;;;;
2016;IX;14.10.2016;19.12.2016;IDS;91;MILETIĆ BORIS;0,00;;;;;;;;;;;
2016;IX;14.10.2016;19.12.2016;HDZ;92;MILIČEVIĆ DAVOR;18.837,72;;9.180,00;1.813,00;;;;5.457,62;;2.387,10;;
2016;IX;14.10.2016;19.12.2016;HDZ;93;MILINOVIĆ DARKO;3.730,65;;;;;;;;;2.580,65;1.150,00;
2016;IX;14.10.2016;19.12.2016;SDSS;94;MILOŠEVIĆ BORIS;0,00;;;;;;;;;;;
2016;IX;14.10.2016;19.12.2016;HDZ;95;MILOŠEVIĆ DOMAGOJ IVAN;16.028,92;906,50;;;11.138,00;;3.984,42;;;;;
2016;IX;14.10.2016;19.12.2016;SDP;96;MILJENIĆ ORSAT;0,00;;;;;;;;;;;
2016;IX;14.10.2016;19.12.2016;NZ;97;MIŠIĆ IVICA;13.045,00;;11.000,00;2.045,00;;;;;;;;
2016;IX;14.10.2016;19.12.2016;GLAS;98;MRAK TARITAŠ ANKA;0,00;;;;;;;;;;;
2016;IX;14.10.2016;19.12.2016;Demokrati;99;MRSIĆ MIRANDO;0,00;;;;;;;;;;;
2016;IX;14.10.2016;19.12.2016;Most;100;NINČEVIĆ - LESANDRIĆ IVANA;31.239,53;;8.604,00;1.337,00;1.294,90;;13.032,00;4.390,98;;2.580,65;;
2016;IX;14.10.2016;19.12.2016;BM 365;101;OPAČIĆ MILANKA;0,00;;;;;;;;;;;
2016;IX;14.10.2016;19.12.2016;SDP;102;OSTOJIĆ RANKO;10.800,85;;;;1.058,75;;;7.161,45;;2.580,65;;
2016;IX;14.10.2016;19.12.2016;NLM;103;PANENIĆ TOMISLAV;12.240,06;;7.984,00;1.481,00;;;;2.775,06;;;;
2016;IX;14.10.2016;19.12.2016;SDP;104;PARIĆ DARKO;30.221,10;;16.800,00;3.453,00;;;;7.161,45;742,13;2.064,52;;
2016;IX;14.10.2016;19.12.2016;HDZ;105;PERIĆ GROZDANA;23.573,21;528,85;6.944,00;1.206,00;3.288,00;;1.609,21;7.161,45;288,38;2.547,32;;
2016;IX;14.10.2016;19.12.2016;SIP;106;PERNAR IVAN;0,00;;;;;;;;;;;
2016;IX;14.10.2016;19.12.2016;HSS;107;PETIN ANA - MARIJA;18.463,26;;7.884,00;966,00;;;;7.032,61;;2.580,65;;
2016;IX;14.10.2016;19.12.2016;HDZ;108;PETRIJEVČANIN VUKSANOVIĆ IRENA;0,00;;;;;;;;;;;
2016;IX;14.10.2016;19.12.2016;Most;109;PETROV BOŽO;2.580,65;;;;;;;;;2.580,65;;
2016;IX;14.10.2016;19.12.2016;Most;110;PODOLNJAK ROBERT;13.159,48;;2.624,00;432,00;;;;7.161,45;361,38;2.580,65;;
2016;IX;14.10.2016;19.12.2016;HDZ;111;PRGOMET DRAGO;0,00;;;;;;;;;;;
2016;IX;14.10.2016;19.12.2016;BM 365;112;PUH MARIJA;7.232,00;;7.232,00;;;;;;;;;
2016;IX;14.10.2016;19.12.2016;SDSS;113;PUPOVAC MILORAD;0,00;;;;;;;;;;;
2016;IX;14.10.2016;19.12.2016;GLAS;114;PUSIĆ VESNA;0,00;;;;;;;;;;;
2016;IX;14.10.2016;19.12.2016;NZ;115;RADIN FURIO;2.580,65;;;;;;;;;2.580,65;;
2016;IX;14.10.2016;19.12.2016;HDZ;116;RAGUŽ ŽELJKO;39.232,98;113,71;18.004,00;3.412,00;1.170,00;;8.495,00;5.457,62;;2.580,65;;
2016;IX;14.10.2016;19.12.2016;HDZ;117;REINER ŽELJKO;0,00;;;;;;;;;;;
2016;IX;14.10.2016;19.12.2016;Most;118;ROMIĆ DAVOR;1.934,00;210,00;1.076,00;236,00;;;412,00;;;;;
2016;IX;14.10.2016;19.12.2016;NZ;119;RONKO ZDRAVKO;18.334,61;75,00;7.200,00;1.083,00;;;;7.108,44;287,52;2.580,65;;
2016;IX;14.10.2016;19.12.2016;HDZ;120;ROŠČIĆ DRAGICA;38.007,94;;16.236,00;3.464,00;;;11.726,00;4.162,59;;2.419,35;;
2016;IX;14.10.2016;19.12.2016;Most;121;RUNTIĆ HRVOJE;0,00;;;;;;;;;;;
2016;IX;04.11.2016;19.12.2016;HDSSB;122;SALAPIĆ JOSIP;12.294,80;;5.600,00;1.044,00;;;;3.750,80;;1.900,00;;
2016;IX;14.10.2016;04.11.2016;HDSSB;122.a;GLAVAŠ BRANIMIR;4.998,90;;2.240,00;449,00;;;;1.695,92;;613,98;;
2016;IX;14.10.2016;19.12.2016;HDZ;123;SANADER ANTE;28.824,63;;16.000,00;2.997,00;;;;7.161,45;85,53;2.580,65;;
2016;IX;14.10.2016;19.12.2016;HNS;124;SAUCHA TOMISLAV;17.899,40;2.346,70;;;9.027,00;;6.411,95;;;;;113,75
2016;IX;14.10.2016;19.12.2016;Živi zid;125;SINČIĆ IVAN VILIBOR;0,00;;;;;;;;;;;
2016;IX;17.10.2016;19.12.2016;Most;126;SLADOLJEV MARKO;0,00;;;;;;;;;;;
2016;IX;14.10.2016;16.10.2016;Most;126.a;KATALINIĆ JOSIP;820,00;;680,00;140,00;;;;;;;;
2016;IX;14.10.2016;19.12.2016;IDS;127;SPONZA GIOVANNI;17.861,70;;7.004,00;1.402,00;;;;7.161,45;229,73;2.064,52;;
2016;IX;14.10.2016;19.12.2016;SDP;128;STAZIĆ NENAD;8.500,85;1.512,00;;;1.620,00;;5.323,35;;;;;45,50
2016;IX;14.10.2016;19.12.2016;Most;129;STRENJA-LINIĆ INES;27.929,80;529,20;9.386,00;1.611,00;5.454,00;;1.542,38;7.161,45;214,58;2.031,19;;
2016;IX;14.10.2016;19.12.2016;HDZ;130;STRIČAK ANĐELKO;3.363,00;;;;;3.363,00;;;;;;
2016;IX;14.10.2016;19.12.2016;HDZ;131;ŠIMIĆ MARKO;20.078,10;;7.600,00;1.545,00;;;3.608,00;4.744,45;;2.580,65;;
2016;IX;14.10.2016;19.12.2016;Most;132;ŠIMIĆ MIROSLAV;24.978,60;120,00;12.912,00;2.505,00;;316,00;;7.127,75;;1.997,85;;
2016;IX;14.10.2016;19.12.2016;HDZ;133;ŠIPIĆ IVAN;29.751,10;;16.520,00;3.207,00;;;;7.161,45;282,00;2.580,65;;
2016;IX;14.10.2016;19.12.2016;NLM;134;ŠKIBOLA MARIN;9.807,54;;;;;211,60;;6.765,54;249,75;2.580,65;;
2016;IX;14.10.2016;19.12.2016;HDZ;135;ŠKORIĆ PETAR;22.061,84;;10.080,00;1.044,00;1.400,00;;;7.161,45;408,64;1.967,75;;
2016;IX;14.10.2016;19.12.2016;SDP;136;TOMIĆ DAMIR;21.460,74;;9.600,00;1.919,00;;;;7.161,45;199,64;2.580,65;;
2016;IX;14.10.2016;19.12.2016;HNS;137;TOPOLKO BERNARDA;12.974,69;;4.736,00;149,00;;;;5.509,04;;2.580,65;;
2016;IX;14.10.2016;19.12.2016;HDZ;138;TOTGERGELI MIRO;7.500,00;;7.500,00;;;;;;;;;
2016;IX;14.10.2016;19.12.2016;HDZ;139;TUĐMAN MIROSLAV;3.782,47;1.511,98;;;2.225,00;;;;;;;45,49
2016;IX;14.10.2016;19.12.2016;GLAS;140;TURINA - ĐURIĆ NADA;17.310,10;;6.400,00;1.168,00;;;;7.161,45;;2.580,65;;
2016;IX;14.10.2016;19.12.2016;HDZ;141;TUŠEK ŽARKO;7.500,00;;7.500,00;;;;;;;;;
2016;IX;14.10.2016;19.12.2016;BM 365;142;VARDA KAŽIMIR;0,00;;;;;;;;;;;
2016;IX;14.10.2016;19.12.2016;BM 365;143;VARGA SINIŠA;0,00;;;;;;;;;;;
2016;IX;14.10.2016;19.12.2016;SDP;144;VEŠLIGAJ MARKO;7.051,00;;6.820,00;231,00;;;;;;;;
2016;IX;14.10.2016;19.12.2016;SDP;145;VIDOVIĆ FRANKO;25.335,10;;12.800,00;2.793,00;;;;7.161,45;;2.580,65;;
2016;IX;14.10.2016;19.12.2016;HSS;146;VLAOVIĆ DAVOR;16.416,21;;5.600,00;969,00;;;;7.161,45;105,11;2.580,65;;
2016;IX;14.10.2016;19.12.2016;HNS;147;VRDOLJAK IVAN;7.161,45;;;;;;;7.161,45;;;;
2016;IX;14.10.2016;19.12.2016;NZ;148;VUČETIĆ MARKO;19.400,60;;4.640,00;936,00;;1.078,00;5.964,00;4.718,08;;2.064,52;;
2016;IX;14.10.2016;19.12.2016;HRAST;149;ZEKANOVIĆ HRVOJE;26.198,49;;13.600,00;2.646,00;;;;7.047,44;324,40;2.580,65;;
2016;IX;14.10.2016;19.12.2016;SDP;150;ZMAJLOVIĆ MIHAEL;1.400,00;;;;1.400,00;;;;;;;
2016;IX;14.10.2016;19.12.2016;HSU;151;ŽAGAR TOMISLAV;17.392,68;;7.720,00;;;;;7.092,03;;2.580,65;;
2016;VIII;28.12.2015;08.07.2016;Most;1;AMBRUŠEC LJUBICA;40.794,40;837,25;5.992,00;140,00;4.188,00;;2.548,00;19.425,42;985,87;6.483,86;;194,00
2016;VIII;28.12.2015;08.07.2016;HDZ;2;ANUŠIĆ IVAN;50.582,19;;22.400,00;4.206,00;;;;16.924,39;922,77;6.129,03;;
2016;VIII;28.12.2015;08.07.2016;SDP;3;BABIĆ VEDRAN;51.937,19;302,20;12.320,00;551,00;10.677,00;;1.032,62;19.425,42;1.148,31;6.480,64;;
2016;VIII;28.12.2015;08.07.2016;HDZ;4;BAČIĆ BRANKO;61.979,14;;45.000,00;7.284,00;1.602,50;1.512,00;;;;6.580,64;;
2016;VIII;28.12.2015;08.07.2016;HDZ;5;BARIŠIĆ DRAŽEN;0,00;;;;;;;;;;;
2016;VIII;28.12.2015;08.07.2016;HNS;6;BATINIĆ MILORAD;14.214,00;;13.980,00;234,00;;;;;;;;
2016;VIII;31.01.2016;08.07.2016;SDP;7;BAUK ARSEN;29.913,65;;;;10.446,25;1.138,00;;16.829,40;1.500,00;;;
2016;VIII;28.12.2015;30.01.2016;SDP;7.a;BILIĆ TONČI;4.376,00;;;;;;4.376,00;;;;;
2016;VIII;28.12.2015;08.07.2016;SDP;8;BERNARDIĆ DAVOR;0,00;;;;;;;;;;;
2016;VIII;28.12.2015;08.07.2016;HNS;9;BEUS RICHEMBERG GORAN;6.621,98;942,29;;;4.284,00;;1.305,69;;;;;90,00
2016;VIII;28.12.2015;08.07.2016;HDZ;10;BILAVER JOSIP;60.944,21;3.121,34;19.380,00;1.779,00;9.143,00;;4.557,76;16.650,36;;6.312,75;;
2016;VIII;28.12.2015;08.07.2016;NZ;11;BILEK VLADIMIR;59.805,31;2.804,55;24.396,00;1.760,00;;;4.112,36;19.425,42;;6.314,90;;992,08
2016;VIII;28.12.2015;08.07.2016;HDZ;12;BOBAN BLAŽENKO;60.975,72;;27.624,00;5.559,00;;;1.174,00;18.249,17;1.788,91;6.580,64;;
2016;VIII;28.12.2015;08.07.2016;HDZ;12.a;ŽEVRNJA ZLATKO;587,00;;;;;;587,00;;;;;
2016;VIII;23.01.2016;08.07.2016;HDZ;13;BORIĆ JOSIP;47.410,21;;18.160,00;2.540,00;;1.980,00;;17.456,02;1.500,00;5.774,19;;
2016;VIII;28.12.2015;22.01.2016;HDZ;13.a;KLIMAN ANTON;1.930,56;;;;;;587,00;537,11;;806,45;;
2016;VIII;28.12.2015;08.07.2016;HDZ;14;BOŠNJAKOVIĆ DRAŽEN;0,00;;;;;;;;;;;
2016;VIII;28.12.2015;08.07.2016;HDZ;15;BUDIMIR MARIJA;54.259,88;;26.400,00;3.219,00;;;587,00;16.375,56;1.097,68;6.580,64;;
2016;VIII;28.12.2015;08.07.2016;Most;16;BULJ MIRO;64.736,15;;32.800,00;6.153,00;;;1.174,00;17.682,24;346,27;6.580,64;;
2016;VIII;28.12.2015;08.07.2016;HDZ;17;CULEJ STEVO;50.709,45;;24.640,00;4.429,00;;;;14.353,76;706,05;6.580,64;;
2016;VIII;28.12.2015;08.07.2016;Reformisti;18;ČAČIĆ RADIMIR;40.856,19;226,20;7.560,00;1.030,00;2.680,50;;1.651,26;19.425,42;1.766,69;6.516,12;;
2016;VIII;28.12.2015;08.07.2016;HDZ;19;ČULJAK TOMISLAV;26.006,06;;;;;;;19.425,42;;6.580,64;;
2016;VIII;28.12.2015;08.07.2016;HSP AS;20;ĆORIĆ PERO;54.421,13;;29.208,00;223,00;;;1.545,34;15.980,52;883,63;6.580,64;;
2016;VIII;04.06.2016;08.07.2016;HDZ;21;ĆORIĆ TOMISLAV;0,00;;;;;;;;;;;
2016;VIII;28.12.2015;03.06.2016;HDZ;21.a;MLAKAR DAVORIN;1.102,50;;;;1.102,50;;;;;;;
2016;VIII;28.12.2015;08.07.2016;HDZ;22;ĆOSIĆ PERO;18.790,64;;10.488,00;1.722,00;;;;;;6.580,64;;
2016;VIII;28.12.2015;08.07.2016;HNS;23;DAMJANOVIĆ ŠTEFANIJA;36.034,37;;8.884,00;956,00;;;1.174,00;17.276,99;1.162,74;6.580,64;;
2016;VIII;28.12.2015;08.07.2016;IDS;24;DEMETLIKA TULIO;36.383,37;;7.992,00;1.782,00;;;587,00;18.087,89;1.353,84;6.580,64;;
2016;VIII;28.12.2015;08.07.2016;BM 365;25;DEMO MIODRAG;587,00;;;;;;587,00;;;;;
2016;VIII;28.12.2015;08.07.2016;HDZ;26;DILBER ŽELJKO;65.198,03;3.521,52;26.680,00;2.352,00;5.300,00;;4.534,79;15.789,13;891,56;6.129,03;;
2016;VIII;28.12.2015;08.07.2016;HDS;27;DODIG GORAN;40.957,00;;32.808,00;5.801,00;;;2.348,00;;;;;
2016;VIII;28.12.2015;08.07.2016;SDP;28;DRAGOVAN IGOR;0,00;;;;;;;;;;;
2016;VIII;28.12.2015;08.07.2016;HDZ;29;ĐAKIĆ JOSIP;40.656,65;;13.020,00;;;;;19.425,42;1.630,59;6.580,64;;
2016;VIII;28.12.2015;08.07.2016;HDZ;30;FELAK DAMIR;15.173,92;270,72;14.264,00;;;;639,20;;;;;
2016;VIII;28.12.2015;08.07.2016;HDZ;31;FIOLIĆ ŽELJKO;0,00;;;;;;;;;;;
2016;VIII;28.12.2015;08.07.2016;HDZ;32;GLASNOVIĆ ŽELJKO;50.971,60;5.710,92;;;28.402,00;;16.858,68;;;;;
2016;VIII;28.12.2015;08.07.2016;SDP;33;GLASOVAC SABINA;41.686,00;;16.240,00;2.215,00;;;;16.650,36;;6.580,64;;
2016;VIII;28.12.2015;08.07.2016;HDSSB;34;GLAVAŠ BRANIMIR;47.989,59;;23.520,00;4.078,00;;;;13.810,95;;6.580,64;;
2016;VIII;28.12.2015;08.07.2016;SDP;35;GRBIN PEĐA;53.658,36;;20.520,00;4.571,00;;;;19.425,42;2.561,30;6.580,64;;
2016;VIII;31.01.2016;08.07.2016;SDP;36;GRČIĆ BRANKO;69.738,60;2.197,37;29.400,00;5.892,00;5.232,00;;3.402,00;16.829,40;1.344,27;5.336,56;;105,00
2016;VIII;28.12.2015;30.01.2016;SDP;36.a;PERONJA NIKŠA;13.132,00;;6.720,00;1.016,00;;1.020,00;4.376,00;;;;;
2016;VIII;28.12.2015;08.07.2016;SDP;37;HABEK MARIO;45.559,18;1.850,80;9.572,00;788,00;2.080,00;;3.402,00;19.425,42;1.845,54;6.417,74;;177,68
2016;VIII;31.01.2016;08.07.2016;SDP;38;HAJDAŠ DONČIĆ SINIŠA;0,00;;;;;;;;;;;
2016;VIII;28.12.2015;30.01.2016;SDP;38.a;ŠPOLJAR DUNJA;1.743,00;;1.536,00;207,00;;;;;;;;
2016;VIII;28.12.2015;08.07.2016;SDP;39;HAJDUKOVIĆ DOMAGOJ;78.168,99;4.749,67;23.520,00;4.403,00;10.568,00;353,00;7.701,30;19.425,42;1.099,86;6.023,66;;325,08
2016;VIII;28.12.2015;08.07.2016;SDSS;40;HORVAT MILE;46.080,64;;28.600,00;4.660,00;;;;;;6.580,64;6.240,00;
2016;VIII;28.12.2015;08.07.2016;HSLS;41;HREBAK DARIO;12.940,00;;12.940,00;;;;;;;;;
2016;VIII;28.12.2015;08.07.2016;HSU;42;HRELJA SILVANO;58.505,05;;24.840,00;5.267,00;;;;19.317,41;2.500,00;6.580,64;;
2016;VIII;28.12.2015;08.07.2016;NZ;43;HRG BRANKO;24.864,80;829,80;14.860,00;;9.175,00;;;;;;;
2016;VIII;28.12.2015;08.07.2016;HRAST;44;ILČIĆ LADISLAV;40.022,89;1.586,55;8.412,00;1.296,00;4.096,00;162,00;2.304,28;14.827,59;857,83;6.480,64;;
2016;VIII;28.12.2015;08.07.2016;HSU;45;ILIĆ MARIJA;54.298,37;;22.800,00;4.176,00;;;;19.425,42;1.316,31;6.580,64;;
2016;VIII;28.12.2015;08.07.2016;HDZ;46;JAKELIĆ SANDRA;4.056,00;;;;;;4.056,00;;;;;
2016;VIII;31.01.2016;08.07.2016;SDP;47;JAKOVINA TIHOMIR;38.985,29;;14.088,00;1.463,00;;;;16.643,22;1.274,94;5.516,13;;
2016;VIII;28.12.2015;30.01.2016;SDP;47.a;RIMAC DAMIR;9.458,34;;4.400,00;737,00;;;;2.775,06;449,51;1.096,77;;
2016;VIII;28.12.2015;08.07.2016;HDZ;48;JANDROKOVIĆ GORDAN;39.309,06;5.702,09;;;19.099,50;;14.507,47;;;;;
2016;VIII;28.12.2015;08.07.2016;SDP;49;JELUŠIĆ IVO;1.132,00;;960,00;172,00;;;;;;;;
2016;VIII;28.12.2015;08.07.2016;SDP;50;JOVANOVIĆ ŽELJKO;33.491,33;1.483,02;16.090,00;3.290,00;3.400,00;;;;311,36;6.396,16;1.754,60;766,19
2016;VIII;28.12.2015;08.07.2016;NZ;51;JUHAS ŠANDOR;72.466,18;643,27;39.452,00;5.428,26;;;;19.317,41;1.114,89;6.434,40;;75,95
2016;VIII;28.12.2015;08.07.2016;NZ;52;KAJTAZI VELJKO;2.025,00;2.025,00;;;;;;;;;;
2016;VIII;26.06.2016;08.07.2016;HDZ;53;KARAMARKO TOMISLAV;0,00;;;;;;;;;;;
2016;VIII;28.12.2015;25.06.2016;HDZ;53.a;ŽUPAN ANTE;46.990,49;;20.566,00;4.188,00;;;;16.230,00;883,91;5.122,58;;
2016;VIII;28.12.2015;08.07.2016;Most;54;KATALINIĆ JOSIP;42.179,04;;14.960,00;3.080,00;;;587,00;16.971,40;;6.580,64;;
2016;VIII;28.12.2015;08.07.2016;HSP AS;55;KIRIN IVAN;42.680,57;;16.040,00;2.966,00;;;;17.545,54;;6.129,03;;
2016;VIII;28.12.2015;08.07.2016;SDP;56;KLARIN IVAN;54.115,06;;23.800,00;3.722,00;;;587,00;19.425,42;;6.580,64;;
2016;VIII;28.12.2015;08.07.2016;SDP;57;KLISOVIĆ JOŠKO;15.342,65;955,04;;;10.276,00;;4.111,61;;;;;
2016;VIII;28.12.2015;08.07.2016;Most;58;KLOBUČIĆ MARIO;49.509,28;;20.480,00;4.114,00;;;1.174,00;17.814,09;1.798,16;4.129,03;;
2016;VIII;28.12.2015;08.07.2016;SDP;59;KOMPARIĆ DEVČIĆ ANA;44.285,04;;14.000,00;2.660,00;;;;19.425,42;1.618,98;6.580,64;;
2016;VIII;28.12.2015;08.07.2016;Hrvatski laburisti;60;KONČEVSKI TOMISLAV;0,00;;;;;;;;;;;
2016;VIII;28.12.2015;08.07.2016;HSLS;61;KOSOR DARINKO;0,00;;;;;;;;;;;
2016;VIII;28.12.2015;08.07.2016;Most;62;KOVAČIĆ IVAN;68.453,34;;36.000,00;6.751,00;;;1.174,00;17.804,06;143,64;6.580,64;;
2016;VIII;23.01.2016;08.07.2016;Most;63;KRISTIĆ MARO;58.612,92;;3.600,00;444,00;31.413,75;1.060,00;1.014,00;15.119,29;187,69;5.774,19;;
2016;VIII;28.12.2015;22.01.2016;Most;63.a;PETROV BOŽO;5.637,00;;4.240,00;223,00;;;1.174,00;;;;;
2016;VIII;28.12.2015;08.07.2016;HDZ;64;KRIŽANIĆ JOSIP;14.160,00;;13.704,00;456,00;;;;;;;;
2016;VIII;28.12.2015;08.07.2016;SDP;65;KRPAN SANDRA;44.517,80;;14.000,00;2.590,00;;;3.282,00;16.650,36;1.866,41;6.129,03;;
2016;VIII;28.12.2015;08.07.2016;HDZ;66;KRSTIČEVIĆ DAMIR;48.013,12;7.819,05;3.360,00;341,00;13.945,00;;20.885,66;;;;;1.662,41
2016;VIII;05.02.2016;08.07.2016;HDZ;67;KUSTIĆ MARIJAN;44.349,39;;22.960,00;3.136,00;;;3.042,00;9.897,71;;5.313,68;;
2016;VIII;28.12.2015;04.02.2016;HDZ;67.a;KALMETA BOŽIDAR;1.094,00;;;;;;1.094,00;;;;;
2016;VIII;28.12.2015;08.07.2016;SDP;68;LALOVAC BORIS;0,00;;;;;;;;;;;
2016;VIII;28.12.2015;08.07.2016;NZ;69;LEKAJ PRLJASKAJ ERMINA;56.081,62;2.047,67;20.504,00;1.998,08;4.205,00;;4.202,01;16.527,12;;6.285,48;;312,26
2016;VIII;28.12.2015;08.07.2016;PH;70;LOVRINOVIĆ IVAN;0,00;;;;;;;;;;;
2016;VIII;28.12.2015;08.07.2016;HDZ;71;LUCIĆ FRANJO;57.058,03;754,80;18.360,00;2.134,00;9.175,00;;;19.335,33;848,36;6.450,54;;
2016;VIII;28.12.2015;08.07.2016;HDZ;72;LJUBIĆ BOŽO;78.180,05;1.520,05;32.530,00;5.915,00;6.580,00;;6.401,18;17.285,95;1.303,06;6.451,61;;193,20
2016;VIII;28.12.2015;08.07.2016;HDZ;73;MAĐERIĆ MARGARETA;13.679,31;1.913,85;1.200,00;223,00;7.382,00;;2.887,26;;;;;73,20
2016;VIII;28.12.2015;08.07.2016;HNS;74;MAKAR BOŽICA;15.340,40;;14.506,20;;;834,20;;;;;;
2016;VIII;28.12.2015;08.07.2016;HDZ;75;MAKSIMČUK LJUBICA;40.371,13;;13.120,00;2.215,00;;;;18.172,17;283,32;6.580,64;;
2016;VIII;28.12.2015;08.07.2016;SDP;76;MARAS GORDAN;14.145,13;1.605,10;;;10.985,00;;1.395,03;;;;;160,00
2016;VIII;28.12.2015;08.07.2016;HDZ;77;MARIĆ GORAN;25.273,05;3.990,87;1.920,00;390,00;9.650,00;;9.135,18;;;;;187,00
2016;VIII;28.12.2015;08.07.2016;PH;78;MARTINOVIĆ JURO;0,00;;;;;;;;;;;
2016;VIII;28.12.2015;08.07.2016;SDP;79;MATELJAN DAMIR;44.063,85;1.241,65;7.040,00;485,00;4.160,25;;3.934,43;19.281,64;1.303,79;6.337,09;;280,00
2016;VIII;28.12.2015;08.07.2016;SDP;80;MATIĆ PREDRAG;0,00;;;;;;;;;;;
2016;VIII;28.12.2015;08.07.2016;SDP;;GAĆA BILJANA;3.809,30;;;;;447,30;3.362,00;;;;;
2016;VIII;28.12.2015;08.07.2016;Most;81;MATULIĆ JASNA;14.725,26;1.893,86;1.456,00;211,00;10.355,00;;470,00;;;;;339,40
2016;VIII;28.12.2015;08.07.2016;HDZ;82;MESIĆ JASEN;33.186,83;4.242,82;;;14.764,00;;12.480,60;;;;;1.699,41
2016;VIII;28.12.2015;08.07.2016;HDZ;83;MIKULIĆ ANDRIJA;0,00;;;;;;;;;;;
2016;VIII;28.12.2015;08.07.2016;SDP;84;MILANOVIĆ ZORAN;0,00;;;;;;;;;;;
2016;VIII;28.12.2015;08.07.2016;IDS;85;MILETIĆ BORIS;587,00;;;;;;587,00;;;;;
